ID HP MP STR INT CST
16357 75373 94701 45788 66396 12398
16358 60868 12085 62441 65776 43452
16359 79639 83379 06135 32219 89515
16360 27637 34130 81622 83874 71730
16361 58812 95052 85313 36364 71951
16362 36547 57141 62585 57370 40686
16363 58844 17004 24237 79757 02085
16364 35789 15225 32962 77638 65588
16365 80681 41577 62891 06695 05597
16366 55698 32456 57882 24205 35184
16367 68834 85445 06450 59943 88028
16368 47961 30557 81689 85015 48022
16369 62744 40846 18012 95799 80727
16370 01124 27295 68125 41803 43882
16371 63611 01618 42565 60792 31857
16372 92086 47273 95665 19835 79187
16373 63584 27649 48506 84311 94274
16374 59613 81631 21432 88655 14877
16375 44560 35500 62702 88914 63567
16376 82150 07454 78827 50930 52783
16377 59483 83740 62228 47570 33575
16378 31434 22614 08022 71350 40317
16379 12499 60464 38200 09221 03771
16380 15866 65713 70272 44472 87265
16381 69232 11162 16111 50535 02147
16382 82704 27555 90189 09139 52087
16383 35936 70625 15458 33484 67042
16384 93915 00178 20776 93927 76578
16385 84020 20185 82455 42123 79087
16386 17245 22569 84475 62510 34104
16387 88680 96710 68411 06831 91354
16388 92418 39753 98376 53050 23088
16389 38190 86471 30754 19380 44870
16390 33140 70880 79391 01142 36482
16391 08362 20987 84754 00776 07253
16392 20050 85813 37733 92642 14599
16393 69565 17958 68340 51851 11795
16394 00835 17546 41611 60440 99547
16395 43982 91022 01346 14415 87735
16396 68300 06628 50590 13129 43575
16397 41372 11218 61129 01814 58903
16398 68815 38296 28999 63972 38616
16399 19743 10245 36046 51564 06949
16400 57281 02441 08051 59528 90421
16401 48008 49257 99435 11676 60518
16402 76940 91748 22551 91889 03613
16403 70766 76674 11889 52621 78605
16404 45433 57989 38393 99726 31576
16405 16000 38559 06594 77714 12753
16406 10848 35626 36790 13858 68485
16407 56029 73953 16900 93561 35246
16408 00476 68048 38718 26625 62045
16409 34008 31673 92950 57086 20579
16410 19190 47392 48933 13441 84983
16411 03172 61713 51513 55563 16143
16412 85523 85035 31483 74191 16282
16413 00864 80697 16567 34844 88006
16414 12423 35097 42491 21817 21619
16415 66905 92389 48050 37520 38593
16416 74531 88860 51464 39342 46730
16417 63893 79823 86671 91309 41201
16418 45979 17060 32316 20984 90705
16419 53355 85643 16759 33636 50365
16420 77614 21980 62551 33061 57724
16421 82018 69326 99575 64023 71414
16422 05736 10767 87658 66950 09254
16423 17112 84724 41949 92241 33100
16424 72185 87442 87806 37703 64306
16425 91221 46307 97701 54214 69765
16426 64914 22640 48876 32926 65040
16427 43797 62546 83292 98598 82509
16428 13173 61767 25958 37535 15056
16429 51917 51182 11589 31930 77345
16430 34110 13749 86027 90704 70498
16431 06581 77942 66026 24785 42119
16432 85235 46263 05062 59159 15380
16433 16752 33102 68650 08782 16885
16434 73352 38354 68693 35823 11515
16435 28649 94059 92864 37912 11748
16436 55669 14961 75897 58173 21378
16437 64624 21253 84713 02774 22559
16438 47823 87322 55031 69522 83750
16439 86352 37608 38923 66731 14438
16440 88096 58395 66481 79094 51709
16441 59125 55053 67861 36139 21287
16442 77328 50882 43043 41628 27774
16443 69430 67857 69032 99053 91192
16444 34169 81408 51871 80527 06851
16445 65142 15075 18687 39264 96219
16446 64033 67631 89219 87022 17380
16447 03755 03880 92442 09512 08985
16448 17482 55978 08206 34037 60769
16449 39741 30202 20025 68565 24193
16450 17342 56464 56058 88696 78705
16451 64669 96482 19557 12266 38649
16452 18832 89448 55808 01182 17634
16453 09001 37468 44286 15635 81703
16454 05559 81038 00304 83166 59584
16455 83042 82649 57295 76862 46281
16456 85379 18656 19330 55066 43721
16457 52537 53258 68389 25910 68000
16458 88168 45172 64877 26177 02451
16459 13057 10082 45287 62990 40254
16460 52617 66741 51721 65909 80464
16461 72175 84018 82179 39735 51820
16462 24546 26715 96733 93793 63801
16463 65093 06424 84950 87173 45291
16464 20229 42331 13315 45724 89006
16465 20715 97751 33313 96592 72436
16466 81689 35123 17478 89657 02386
16467 14117 56025 66226 78040 12573
16468 89410 62072 71182 81724 58230
16469 35980 79346 66848 16160 07974
16470 37387 48969 16337 03576 57790
16471 46872 77822 02336 11569 85118
16472 53608 17343 70054 40267 65997
16473 73222 94825 59657 10575 52282
16474 46998 64934 97549 45134 85803
16475 45585 43639 66714 28878 30283
16476 62794 92168 82561 66752 23711
16477 32461 69329 07500 92065 58185
16478 32037 62968 15055 71667 58663
16479 81330 41916 24078 83299 80452
16480 49001 00210 73296 69345 55204
16481 39693 99457 72522 45434 86651
16482 16424 83213 96786 27588 34438
16483 14498 34464 61635 74671 98892
16484 94616 06440 29694 37051 05445
16485 42581 62056 17094 91903 02375
16486 52314 85088 30409 39168 01420
16487 41678 76540 30714 78224 67792
16488 36894 89046 68364 30266 73562
16489 08711 85470 04918 79021 33519
16490 73767 67272 68589 14057 23022
16491 00784 62877 50769 21615 30780
16492 52442 45499 09529 65763 96068
16493 05055 41081 85736 68294 42764
16494 38658 27739 63790 75310 25704
16495 94340 55541 54705 16799 88728
16496 10581 42320 44438 59873 14412
16497 83134 93139 49353 00471 43767
16498 94483 38804 27071 24691 23012
16499 10582 31253 55088 36988 15312
16500 10526 81818 11758 57519 52550
16501 10656 62989 41153 09648 55058
16502 32883 18470 50463 26095 71988
16503 25454 20276 34976 43602 51617
16504 50318 24401 72145 92035 63524
16505 59864 80108 75560 94161 62261
16506 77438 53641 40062 53132 63125
16507 02611 95481 84691 90144 82889
16508 85732 49626 89198 33423 87280
16509 08290 76188 59922 16837 29925
16510 34999 54872 45411 69392 41588
16511 65204 64952 23030 53788 31520
16512 26750 29520 93343 92477 67308
16513 61627 39792 68688 61943 99006
16514 94807 51897 02638 26011 06732
16515 13034 68735 84354 18256 86264
16516 45873 34231 72574 41835 33930
16517 00813 89074 36549 23263 19158
16518 86253 03747 40404 80164 26696
16519 04794 03936 62078 00886 88626
16520 63411 99173 14213 61017 39652
16521 19460 75080 71181 96100 97536
16522 35265 14633 96555 79809 72243
16523 73819 78487 93772 69206 21083
16524 62560 26689 71820 99032 81372
16525 90800 43497 73095 63112 54765
16526 71543 44619 91386 70251 96278
16527 14230 95263 61545 87335 39174
16528 99773 46842 19098 53171 28226
16529 58323 14533 72724 96121 85479
16530 60407 51919 32504 52612 09521
16531 66460 21082 03125 08655 24621
16532 62543 23285 53703 92213 52157
16533 56450 56213 96653 19207 60645
16534 86890 24615 53833 59893 07851
16535 87536 15838 02716 69920 88137
16536 52807 98501 67840 59932 24765
16537 61160 32669 73174 36362 08860
16538 29338 29123 44157 55143 53166
16539 84535 85170 84980 76935 31940
16540 45826 62396 09776 54528 80203
16541 10051 67325 97390 67573 55551
16542 61182 63223 05678 59699 35087
16543 11604 57910 51428 15655 44533
16544 32585 84468 79078 32483 56852
16545 45027 26900 48193 10062 28552
16546 21699 42925 46131 80239 74685
16547 43540 99358 07526 06200 95033
16548 38726 42028 64508 95912 56105
16549 26538 69389 46042 82413 03486
16550 23334 78010 20102 86615 95932
16551 69392 52902 87271 49032 28820
16552 86543 04668 26654 83223 74395
16553 17384 59600 06494 68466 11736
16554 25413 17588 08050 99520 53934
16555 45387 98527 43674 69744 10147
16556 10267 52104 66242 65823 07972
16557 38077 49687 19806 71438 09600
16558 79914 75124 98449 87930 95067
16559 80938 03411 28353 12129 26052
16560 96945 17477 40274 59572 47259
16561 41511 06538 89023 28734 28640
16562 03351 48005 07274 24023 99497
16563 56552 81836 71718 87788 71817
16564 01420 97353 93836 30690 87110
16565 39191 58314 82080 52044 40303
16566 89715 64864 71727 90546 65580
16567 03478 78737 38421 74331 13818
16568 94867 42947 36174 77670 07987
16569 46153 59063 34316 11385 68979
16570 29509 72826 77619 78817 71308
16571 42952 33327 28612 96664 80962
16572 22348 23247 88022 09661 68287
16573 98868 48513 01365 64759 51027
16574 31652 58777 05860 12000 82330
16575 57069 82183 15292 13008 70450
16576 98800 10605 33101 04018 32935
16577 26802 10078 63579 84412 63966
16578 45470 63455 28561 31535 63490
16579 47699 85546 09559 21391 48367
16580 65667 27901 99441 54028 57511
16581 57076 06229 41616 01421 65195
16582 64622 57378 48213 45641 59835
16583 14400 71196 91828 91347 75734
16584 97013 76671 13052 90388 17638
16585 53084 95634 43476 88783 94114
16586 30773 87745 24087 21093 58089
16587 16386 27822 75796 35351 16457
16588 76533 61352 78728 80378 83420
16589 25968 23599 53438 98686 82894
16590 45651 14426 25162 76806 16252
16591 51171 91848 42653 10722 43307
16592 18720 35311 06374 29006 40515
16593 65691 00311 90183 97355 70074
16594 84095 27293 90009 57926 89972
16595 29606 01669 34996 29931 46747
16596 04444 28317 84341 71351 34924
16597 42095 50318 69310 86921 90430
16598 16023 59864 16083 22159 13432
16599 37072 15361 79641 06291 80210
16600 92387 19013 90398 24292 79754
16601 44414 86526 40992 15291 82426
16602 55948 72726 98586 91539 39168
16603 81431 43551 28124 71869 03530
16604 72031 31447 68115 87383 79204
16605 06501 82963 18475 84627 46132
16606 87543 05164 39613 02297 90010
16607 28457 71411 63493 05296 05894
16608 55220 63284 07916 02572 36611
16609 26032 45304 89204 82603 66905
16610 31135 44911 31444 84361 52024
16611 87309 68284 73360 60606 55790
16612 14001 90803 76921 58871 03143
16613 61536 98361 82133 51745 09174
16614 55865 98321 61186 27551 66046
16615 40016 62332 51535 65031 25100
16616 47681 56573 31326 60442 67720
16617 94357 36821 08043 99317 38257
16618 59329 69215 86250 02686 23031
16619 39135 94023 78528 90047 70243
16620 69367 62772 75367 99144 21865
16621 54309 06552 87255 08167 26974
16622 84296 19757 25708 41095 37296
16623 75296 99334 24556 58983 85021
16624 61360 47455 22285 39001 60735
16625 46105 37321 24570 89932 15735
16626 18282 16836 72788 62045 34750
16627 06078 22658 07553 37486 04832
16628 59063 17401 50009 21852 99832
16629 13270 24485 97472 21910 37727
16630 58264 60768 90029 65796 92879
16631 49506 56179 91277 97228 79229
16632 64366 81129 53450 34091 64286
16633 10433 17036 45140 80553 01002
16634 59437 26879 48457 00269 30048
16635 04197 34228 33474 14883 03535
16636 89327 23092 13603 76218 45900
16637 36769 83273 88119 03597 30454
16638 22795 85889 63911 88060 07665
16639 12171 60084 31468 33712 12386
16640 04987 89862 30673 26043 25470
16641 16426 82132 37264 07934 02420
16642 64928 64555 91289 19824 17073
16643 16431 75828 22744 82385 35235
16644 72383 11704 98550 99521 74617
16645 05496 87760 04390 66999 23529
16646 46874 72093 88590 14339 34219
16647 19322 45836 85640 68133 63400
16648 77617 35514 73212 86032 68853
16649 03323 63606 82300 14059 32889
16650 43674 30727 43005 36784 08702
16651 00806 66026 85211 61613 81766
16652 63078 00945 29866 14729 95042
16653 85766 46707 60098 04757 84764
16654 25716 30042 96243 35086 31556
16655 16895 66948 35507 10263 48077
16656 75471 11608 91530 52252 88291
16657 25927 73630 56402 73519 74916
16658 60153 29446 44151 68273 67470
16659 12881 56092 98991 59165 14735
16660 61862 29539 49620 94856 70896
16661 11090 49048 71496 32566 99061
16662 84405 86045 07293 48781 75611
16663 40951 46098 62409 41652 92175
16664 24841 78545 92330 32566 35086
16665 70203 31787 44971 00296 14894
16666 67499 08119 74430 60602 51631
16667 59460 65492 58277 70093 98208
16668 98554 38275 66163 19215 41194
16669 08936 89345 25686 25309 34125
16670 23907 52582 35433 29143 30336
16671 62024 39447 17175 26560 61636
16672 05357 17186 34886 00000 08937
16673 98651 85929 65433 98722 88024
16674 73738 69930 27788 56924 58758
16675 64560 51552 05936 20938 15546
16676 41110 72298 00231 13136 95443
16677 94992 93334 52944 33224 56811
16678 27406 56171 26483 84717 92188
16679 50538 82904 31850 56096 96211
16680 31335 94870 07021 61972 34188
16681 98684 52312 29144 61080 46260
16682 19534 08048 26739 30410 81581
16683 16842 35569 63494 75284 76058
16684 54377 51215 65571 43805 86769
16685 96912 77350 66305 00062 29642
16686 07123 77606 11164 99371 49056
16687 29572 29187 87032 26430 61674
16688 23645 26751 54729 99125 48015
16689 00705 36780 56764 32218 12985
16690 70824 22336 21636 57869 30479
16691 55849 85318 17105 61310 53300
16692 42454 65308 75049 97589 29498
16693 22188 90053 20106 99326 22134
16694 85651 92004 93002 77278 06552
16695 86425 99169 34853 98159 50475
16696 19775 48430 82592 40249 90010
16697 22546 29049 23292 25975 90304
16698 78233 93392 59135 33324 88643
16699 01706 30102 85239 71892 14137
16700 20371 46389 94726 93751 64944
16701 54061 59923 03975 31691 81303
16702 93762 15194 56706 97620 81223
16703 73886 37737 99173 43411 68775
16704 89660 30221 27210 27987 92065
16705 47596 92549 76736 31675 14376
16706 69069 23193 92413 23981 66841
16707 49388 63041 61180 07962 58675
16708 94226 26044 69984 33955 18174
16709 73600 75794 37212 28586 63526
16710 90271 38303 78009 59756 88558
16711 02423 92608 75681 58571 86900
16712 68422 47808 35792 34345 99133
16713 55217 94284 72116 82020 98520
16714 58873 06269 24552 81325 95194
16715 68593 45107 47193 60836 04085
16716 84729 16827 50426 74535 47951
16717 00198 10529 73113 63077 38444
16718 33799 89453 68020 20828 79214
16719 35223 46517 36223 25685 96948
16720 11115 98521 12160 41722 94311
16721 05521 09493 37131 78379 47367
16722 30549 67567 05211 49045 09179
16723 29614 86901 01525 19322 85193
16724 26457 91729 04209 32881 43994
16725 95767 83862 70031 40878 51520
16726 75121 11201 17969 22973 26393
16727 12819 89288 32247 79440 09018
16728 52299 15229 92778 21768 19190
16729 13797 44130 19433 29544 17138
16730 80273 46953 20035 30608 59505
16731 17357 13797 53310 22242 33845
16732 11855 54814 26917 95801 69988
16733 95019 45485 40236 00096 62684
16734 41097 74002 09522 83031 17617
16735 97586 93200 06756 56629 57424
16736 98376 22168 51272 15441 24396
16737 13201 62598 04530 62771 34202
16738 00059 19300 69116 49304 33860
16739 37092 71741 45832 63275 66256
16740 54406 65307 44553 65473 37005
16741 40554 76824 48159 90093 95615
16742 52409 62611 86972 24230 69072
16743 75286 56394 65162 15378 24334
16744 68833 90872 47213 51830 85616
16745 24270 22806 57295 52541 25971
16746 92874 64079 63200 49294 46528
16747 42252 24994 39329 80048 83771
16748 67608 28805 10102 58991 28067
16749 47411 06721 62039 29522 24669
16750 37796 20504 36241 91108 39295
16751 05899 90575 96391 61844 50171
16752 63761 77221 99231 05449 31179
16753 66332 19762 35335 99701 81642
16754 44355 65290 65120 00993 48059
16755 54547 54368 70182 75012 16924
16756 74573 37655 27644 41847 16123
16757 56937 42662 63912 37245 87084
16758 26553 43057 25736 73366 60926
16759 99923 11275 42450 99809 41499
16760 02015 83855 48555 76406 92709
16761 74394 88260 73447 74494 50786
16762 04853 18007 55062 22590 73600
16763 16913 17974 76463 64212 85791
16764 63309 92422 45621 45999 62618
16765 88902 52976 34989 08694 74630
16766 66336 47222 04357 59002 73496
16767 80916 30641 70653 32698 66750
16768 81777 50275 17099 57753 97040
16769 13388 16263 01143 62399 65221
16770 73999 69174 64979 33852 01418
16771 92435 09486 11705 20998 04117
16772 13917 71495 00733 61383 09879
16773 14915 02454 90015 18697 22406
16774 02478 76009 72364 59015 44393
16775 89385 28625 79595 23164 44959
16776 86374 50734 07374 87334 79161
16777 01853 85463 50664 62110 85471
16778 05213 30812 97899 64411 63229
16779 84901 91319 30818 26166 07778
16780 38923 78858 85661 04253 59000
16781 20220 77963 90254 23235 60641
16782 63431 00963 76764 84394 57948
16783 35721 04201 05021 71732 30419
16784 02233 73901 84973 52904 39825
16785 92731 64725 75974 62930 55153
16786 25278 93937 24227 73214 75507
16787 69018 86764 64282 91147 51422
16788 52456 08150 60156 10496 34700
16789 55586 13606 11926 57119 37718
16790 44855 44969 25753 99981 27619
16791 07556 58709 76851 69973 43899
16792 97131 66350 92562 57191 97237
16793 23936 60923 68263 29695 16734
16794 60355 23382 56922 38074 43283
16795 88505 40283 78546 50167 46746
16796 80224 03907 23207 62481 27628
16797 66520 20913 94390 14379 97081
16798 30893 88632 95719 18075 87911
16799 90876 48694 90181 77835 25800
16800 60978 09384 72424 61179 64772
16801 81521 00266 73017 41497 60219
16802 69769 21291 31748 35209 51536
16803 98950 26108 16187 65287 75399
16804 15677 90327 73926 70573 95258
16805 99699 36667 69711 41669 85999
16806 87650 33271 01719 52246 46752
16807 82199 77514 59332 68347 32302
16808 69397 76131 97904 50653 24398
16809 13985 26376 54109 78586 28389
16810 64937 70874 07893 53605 55535
16811 20024 25748 31233 03871 34202
16812 97117 38859 90224 98291 63479
16813 27915 96213 13759 87135 11846
16814 99147 92983 72418 84015 56300
16815 56047 38044 30441 68348 22931
16816 08117 64982 38723 43395 09913
16817 16920 12885 01857 11998 99384
16818 76679 00405 10393 57199 16379
16819 99412 19088 62392 58494 33985
16820 56372 85312 73367 78645 29532
16821 70926 85060 50747 49361 28237
16822 18632 96052 54491 84551 71909
16823 43158 22865 97124 04896 29057
16824 15445 64911 47797 13395 17341
16825 14309 81233 29899 46317 04458
16826 23376 93030 08059 29268 88763
16827 50570 41730 32033 65361 45455
16828 16813 71191 36798 57795 35913
16829 27324 65866 97651 48388 56711
